cdata_datasetID,cdata_coreName,cdata_altCoreName,cdata_collectTime,cdata_minYear,cdata_maxYear,cdata_archiveSpecies,cdata_isDatabaseDuplicate,cdata_dataCoverageGroup,cdata_coralNotes,geo_latitude,geo_longitude,geo_siteName,geo_siteName2,geo_elevation,geo_elevationNotes,dating_refDate,dating_UThDate,dating_14CDate,dating_notes,meths_primaryVariablesList,meths_additionalVariablesList,meths_TEMethod,meths_TEMethodMachine,meths_isotopeMethod,meths_isotopeMethodMachine,meths_luminMethod,meths_luminMethodMachine,meths_altMethodInfo,meths_methodNotes,meths_hasResolutionNominal,meths_resolutionMin,meths_resolutionMax,meths_resolutionMean,meths_resolutionMedian,meths_resolutionMode,meths_isAnomaly,cdata_chronologyNotes,meths_coralExtensionRate,meths_coralExtensionRateNotes,meths_tissueThickness,meths_jcpMeasured,meths_jcpSrCaValue,meths_SrCaAnalyticalPrecision,meths_SrCaAnalyticalPrecisionUnits,meths_UCaAnalyticalPrecision,meths_UCaAnalyticalPrecisionUnits,meths_d18OAnalyticalPrecision,meths_d18OAnalyticalPrecisionUnits,meths_altPrecisionList,meths_altAnalyticalPrecision,meths_altAnalyticalPrecisionUnits,meths_archiveDiagenesisCheck,calib_isSSTCalibration,calib_useSSTCalibration,calib_hasAlternateCalibration,calib_notes,calib_isComposite,calib_compositeList,calib_SSTdata,calib_fitPeriod,calib_hasCentredEquation,calib_centredEquationNotes,calib_method,calib1_equationIntercept,calib1_equationSlope,calib1_equationSlopeUncertainty,calib1_equationR2,calib2_equationIntercept,calib2_equationSlope,calib2_equationSlopeUncertainty,calib2_equationR2,calib3_equationIntercept,calib3_equationSlope,calib3_equationSlopeUncertainty,calib3_equationR2,pub1_firstauthor,pub1_year,pub1_doi,pub1_citation,pub1_authors,pub1_title,pub1_journal,pub1_doiData,pub_altDataURL,pub2_firstauthor,pub2_year,pub2_doi,pub2_citation,pub2_authors,pub2_title,pub2_journal,pub2_altDataURL,pub3_firstauthor,pub3_year,pub3_doi,pub3_citation,pub3_authors,pub3_title,pub3_journal,pub3_altDataUrl,pub_isCoreIDOtherStudy,pub_coreIDOtherStudyList
CH93SLY02,SR,SR track 2,1986-12,1969,1986,Porites lutea,T,2,"Archived data from thesis; missing additional data points published in Chakraborty et al. 2000. Based on age and published X-ray, coral is likely to be SLYC01 from AIMS database.",-19.25,148.1167,Stanley Reef,,NA,None,NA,NA,NA,NA,d13C; d18O,Density; Dist,NA,NA,MS,VG Micromass 602D mass spectrometer,NA,NA,NA,3-5 samples per year at 0.5-1.5 mm resolution. Sampled using slow speed drilling and a needle file in later phases. Methods as per Chakraborty & Ramesh 1993; 1997. No analytical precision information supplied.,biannual_uneven,1,4,2.73,3,3,F,Best estimate for age model years re-created by A. Arzey for database by matching d18O maxima & minima with HadISST minima and maxima. Original age model was d18O maxima and minima tied with COADS SST minima & maxima. Approx. 2 years of data could not be assigned an age based on the original age model and seasonal cycle. ,10.92,0.91 mm/month,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,T,T,F,Calibration based on data and age model from Chakraborty et al. 2000; calibration may not align with archived data.,F,NA,COADS,1968-1986,F,NA,OLS,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,-0.154,0.013,0.4096,"Chakraborty, S.",1995,NA,"Chakraborty 1995 Environmental significance of isotopic and trace elemental variations in banded corals. Ph. D. Thesis ( unpublished). The M. S. University of Baroda. Vadodara, India. 119p","Chakraborty, S.",Environmental significance of isotopic and trace elemental variations in banded corals,Thesis (unpublished),,,"Chakraborty, S.",2000,10.1007/BF02719158,"Chakraborty, S., Ramesh, R. & Lough, J.M. (2000), ‘Effect of intraband variability on stable isotope and density time series obtained from banded corals’, Journal of Earth System Science, vol. 109, no. 1, pp. 145-151, 10.1007/BF02719158","Chakraborty, S., Ramesh, R. & Lough, J.M.",Effect of intraband variability on stable isotope and density time series obtained from banded corals,Journal of Earth System Science,,,,,,,,,,T,Chakraborty et al. 2000
DE14ARL01,10AR1,NA,2010-04,1939,2009,Porites sp.,F,2,Latitude and longitude taken from Xiao et al. 2020,-16.6381,146.1036,Arlington Reef,,NA,None,NA,NA,NA,NA,d13C; d18O; MgCa; SrCa,d18Osw; Extn,ICP-AES,Varian Vista Pro inductively coupled plasma atomic emission spectrometer,IRMS,GV Isoprime II stable isotope ratio mass spectrometer with Multiprep carbonate device,NA,NA,NA,Annual intervals from sampling grooves. Isotope data normalised to Vienna Pee Dee Belemnite using NBS-19 standard.,annual,1,1,1,1,1,F,Growth bands,13,13 mm/year,NA,F,NA,0.16,%,NA,NA,0.08,permil,d13C; MgCa,0.05; 0.3,permil; %,No,T,T,F,SrCa-SST regression is non-significant. See paper for parameters used to calculate d18Osw,F,NA,HadISST,1939-2009,T,NA,OLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deng, W.",2014,10.1007/s00338-014-1203-9,"Deng, W., Wei, G., McCulloch, M., Xie, L., Liu, Y. & Zeng, T. (2014), 'Evaluation of annual resolution coral geochemical records as climate proxies in the Great Barrier Reef of Australia', Coral Reefs, vol. 33, no. 4, pp. 965-977, doi: 10.1007/s00338-014-1203-9","Deng, W., Wei, G., McCulloch, M., Xie, L., Liu, Y. & Zeng, T. ",Evaluation of annual resolution coral geochemical records as climate proxies in the Great Barrier Reef of Australia,Coral Reefs,,,,,,,,,,,,,,,,,,,F,NA
DE14ARL02,10AR2,NA,2010-04,1937,2009,Porites sp.,T,2,Latitude and longitude taken from Xiao et al. 2020,-16.6381,146.1036,Arlington Reef,,NA,None,NA,NA,NA,NA,d13C; d18O; MgCa; SrCa,d18Osw; Extn,ICP-AES,Varian Vista Pro inductively coupled plasma atomic emission spectrometer,IRMS,GV Isoprime II stable isotope ratio mass spectrometer with Multiprep carbonate device,NA,NA,NA,Annual intervals from sampling grooves. Isotope data normalised to Vienna Pee Dee Belemnite using NBS-19 standard.,annual,1,1,1,1,1,F,Growth bands,16,16 mm/year,NA,F,NA,0.16,%,NA,NA,0.08,permil,d13C; MgCa,0.05; 0.3,permil; %,No,T,T,F,See paper for parameters used to calculate d18Osw,F,NA,HadISST,1937-2009,T,NA,OLS,11.209,-0.0824,NA,0.4489,NA,NA,NA,NA,NA,NA,NA,NA,"Deng, W.",2014,10.1007/s00338-014-1203-9,"Deng, W., Wei, G., McCulloch, M., Xie, L., Liu, Y. & Zeng, T. (2014), 'Evaluation of annual resolution coral geochemical records as climate proxies in the Great Barrier Reef of Australia', Coral Reefs, vol. 33, no. 4, pp. 965-977, doi: 10.1007/s00338-014-1203-9","Deng, W., Wei, G., McCulloch, M., Xie, L., Liu, Y. & Zeng, T. ",Evaluation of annual resolution coral geochemical records as climate proxies in the Great Barrier Reef of Australia,Coral Reefs,,,,,,,,,,,,,,,,,,,T,"Chen et al. 2021; Wang, et al. 2019; Xiao et al. 2020"
DO17HAV01,HAV09_3,hav09_3 path A,2009,1989,2001,Porites lutea,T,2,,-18.836043,146.525887,Havannah Island,,-3.6,3.6m at top to 5.8m at bottom,NA,NA,NA,NA,d11B,Extn,NA,NA,PTIMS,Thermo Finnigan TRITON,NA,NA,NA,Bimonthly resolution (approx. 6 samples per year) for δ11B from 1989–1992 and 1997–2000. Analytical precision reported for NEP lab standard. SrCa JCp-1 value not reported.,biannual_uneven,2,6,3.7,3,3,F,"Growth bands & luminescence, and fine tuned using SrCa matched to in situ temperature.",NA,None,NA,T,NA,0.4,2s RSD,1.2,2s RSD,NA,NA,BMg; LiMg; MgCa,5.0; 1.4; 2.2,2s RSD %; 2s RSD %; 2s RSD %,No,F,F,F,No calibration applied,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D'Olivo, J. P.",2017,10.1038/s41598-017-02306-x,"D'Olivo, J.P. & McCulloch, M.T. (2017), 'Response of coral calcification and calcifying fluid composition to thermally induced bleaching stress', Scientific Reports, vol. 7, no. 1, p. 2207, doi: 10.1038/s41598-017-02306-x.","D'Olivo, J.P. & McCulloch, M.T.",Response of coral calcification and calcifying fluid composition to thermally induced bleaching stress,Scientific Reports,10.25921/c8sx-js16,,,,,,,,,,,,,,,,,,T,D'Olivo et al. 2018
DO17HAV02,HAV09_3,hav09_3 path B,2009,1996,2009,Porites lutea,T,2,,-18.836043,146.525887,Havannah Island,,-3.6,3.6m at top to 5.8m at bottom,NA,NA,NA,NA,BCa; d11B; LiCa; LiMg; MgCa; SrCa; UCa,Extn,Q-ICP-MS,Thermo Fisher Scientific X Series II quadrupole inductively coupled plasma mass spectrometer,MC-ICP-MS,NU Plasma II MC-ICP-MS,NA,NA,NA,Bimonthly resolution (approx. 7 samples per year). Analytical precision reported for NEP lab standard. SrCa JCp-1 value not reported.,bimonthly,6,6,6,6,6,F,"Growth bands & luminescence, and fine tuned using SrCa matched to in situ temperature.",NA,None,NA,T,NA,0.4,2s RSD,1.2,2s RSD,NA,NA,BMg; LiMg; MgCa,5.0; 1.4; 2.2,2s RSD %; 2s RSD %; 2s RSD %,No,F,F,F,No calibration applied,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D'Olivo, J. P.",2017,10.1038/s41598-017-02306-x,"D'Olivo, J.P. & McCulloch, M.T. (2017), 'Response of coral calcification and calcifying fluid composition to thermally induced bleaching stress', Scientific Reports, vol. 7, no. 1, p. 2207, doi: 10.1038/s41598-017-02306-x.","D'Olivo, J.P. & McCulloch, M.T.",Response of coral calcification and calcifying fluid composition to thermally induced bleaching stress,Scientific Reports,10.25921/c8sx-js16,,,,,,,,,,,,,,,,,,T,D'Olivo et al. 2018
DO17HAV03,HAV09_3,hav09_3 path C,2009,1997,2001,Porites lutea,T,3,,-18.836043,146.525887,Havannah Island,,-3.6,3.6m at top to 5.8m at bottom,NA,NA,NA,NA,BCa; d11B; LiCa; LiMg; MgCa; SrCa; UCa,Extn,Q-ICP-MS,Thermo Fisher Scientific X Series II quadrupole inductively coupled plasma mass spectrometer,MC-ICP-MS,NU Plasma II MC-ICP-MS,NA,NA,NA,Better than monthly resolution (approx. 14 samples per year). Analytical precision reported for NEP lab standard. SrCa JCp-1 value not reported.,bimonthly,6,6,6,6,6,F,"Growth bands & luminescence, and fine tuned using SrCa matched to in situ temperature.",NA,None,NA,T,NA,0.4,2s RSD,1.2,2s RSD,NA,NA,BMg; LiMg; MgCa,5.0; 1.4; 2.2,2s RSD %; 2s RSD %; 2s RSD %,No,F,F,F,No calibration applied,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D'Olivo, J. P.",2017,10.1038/s41598-017-02306-x,"D'Olivo, J.P. & McCulloch, M.T. (2017), 'Response of coral calcification and calcifying fluid composition to thermally induced bleaching stress', Scientific Reports, vol. 7, no. 1, p. 2207, doi: 10.1038/s41598-017-02306-x.","D'Olivo, J.P. & McCulloch, M.T.",Response of coral calcification and calcifying fluid composition to thermally induced bleaching stress,Scientific Reports,10.25921/c8sx-js16,,,,,,,,,,,,,,,,,,T,D'Olivo et al. 2018
DO17HAV04,HAV09_3,hav09_3 path D,2009,1991,2001,Porites lutea,T,3,,-18.836043,146.525887,Havannah Island,,-3.6,3.6m at top to 5.8m at bottom,NA,NA,NA,NA,BCa; d11B; LiCa; LiMg; MgCa; SrCa; UCa,Extn,Q-ICP-MS,Thermo Fisher Scientific X Series II quadrupole inductively coupled plasma mass spectrometer,MC-ICP-MS,NU Plasma II MC-ICP-MS,NA,NA,NA,Better than bimonthly resolution (approx. 10 samples per year). Analytical precision reported for NEP lab standard.,bimonthly,6,6,6,6,6,F,"Growth bands & luminescence, and fine tuned using SrCa matched to in situ temperature.",NA,None,NA,T,NA,0.4,2s RSD,1.2,2s RSD,NA,NA,BMg; LiMg; MgCa,5.0; 1.4; 2.2,2s RSD %; 2s RSD %; 2s RSD %,No,F,F,F,No calibration applied,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D'Olivo, J. P.",2017,10.1038/s41598-017-02306-x,"D'Olivo, J.P. & McCulloch, M.T. (2017), 'Response of coral calcification and calcifying fluid composition to thermally induced bleaching stress', Scientific Reports, vol. 7, no. 1, p. 2207, doi: 10.1038/s41598-017-02306-x.","D'Olivo, J.P. & McCulloch, M.T.",Response of coral calcification and calcifying fluid composition to thermally induced bleaching stress,Scientific Reports,10.25921/c8sx-js16,,,,,,,,,,,,,,,,,,T,D'Olivo et al. 2018
DO18DAV01,DAV-1,DAV09_2,2009,1996,2009,Porites lutea,F,2,Latitude and longitude from D'Olivo thesis.,-18.83,147.63,Davies Reef,,-6.5,6.5m,NA,NA,NA,NA,BCa; LiCa; LiMg; MgCa; SrCa; UCa,,Q-ICP-MS,Thermo Fisher Scientific X Series II quadrupole inductively coupled plasma mass spectrometer,NA,NA,NA,NA,NA,"Subsampled the axis of maximum growth using a micromill with a 3 mm drill bit, at 7–8 samples per year or better than bimonthly resolution. Analytical precision reported for JCp-1.",bimonthly,6,6,6,6,6,F,Growth bands and luminescence established first order chronology and tuned using SrCa & LiMg matched to maxima and minima SSTs.,14.6,1.46 cm/year,6,T,8.85,0.41,2 RSD %,1.15,2σ RSD %,NA,NA,BMg; LiMg; MgCa,8.29; 1.04; 0.9,2s RSD %; 2s RSD %; 2s RSD %,No,T,T,T,Individual coral calibration. Additional universal multi-trace element calibration calculated based on composite coral records.,F,NA,AIMS logger average,1996-2009,F,NA,WLS,10.261,-0.051,0.004,0.962,0.001671,-0.0000025,0.000004,0.91,NA,NA,NA,NA,"D'Olivo, J. P.",2018,10.1016/j.gca.2018.07.035,"D'Olivo, J.P., Sinclair, D.J., Rankenburg, K. & McCulloch, M.T. (2018), 'A universal multi-trace element calibration for reconstructing sea surface temperatures from long-lived Porites corals: Removing 'vital-effects'', Geochimica et Cosmochimica Acta, vol. 239, pp. 109-135, doi: 10.1016/j.gca.2018.07.035","D'Olivo, J.P., Sinclair, D.J., Rankenburg, K. & McCulloch, M.T. ",A universal multi-trace element calibration for reconstructing sea surface temperatures from long-lived Porites corals: Removing ‘vital-effects’’,Geochimica et Cosmochimica Acta,10.17632/ww8mvgzymf.1,,,,,,,,,,,,,,,,,,F,NA
DO18DAV02,DAV-2,DAV13_2,None,2007,2013,Porites lobata,T,3,Latitude and longitude from Thompson et al. 2022 NOAA dataset.,-18.8,147.63,Davies Reef,,-1.5,1.5m,NA,NA,NA,NA,BCa; LiCa; LiMg; MgCa; SrCa; UCa,,Q-ICP-MS,Thermo Fisher Scientific X Series II quadrupole inductively coupled plasma mass spectrometer,NA,NA,NA,NA,NA,"Subsampled the axis of maximum growth using a micromill with a 3 mm drill bit, at 7–8 samples per year or better than bimonthly resolution. Analytical precision reported for JCp-1.",bimonthly,6,6,6,6,6,F,Growth bands and luminescence established first order chronology and tuned using SrCa & LiMg matched to maxima and minima SSTs.,15.4,1.54 cm/year,6,T,8.85,0.41,2 RSD %,1.15,2σ RSD %,NA,NA,BMg; LiMg; MgCa,8.29; 1.04; 0.9,2s RSD %; 2s RSD %; 2s RSD %,No,T,T,T,Individual coral calibration. Additional universal multi-trace element calibration calculated based on composite coral records.,F,NA,AIMS logger average,2007-2013,F,NA,WLS,10.136,-0.047,0.004,0.98,0.001712,-0.0000027,0.000003,0.914,NA,NA,NA,NA,"D'Olivo, J. P.",2018,10.1016/j.gca.2018.07.035,"D'Olivo, J.P., Sinclair, D.J., Rankenburg, K. & McCulloch, M.T. (2018), 'A universal multi-trace element calibration for reconstructing sea surface temperatures from long-lived Porites corals: Removing 'vital-effects'', Geochimica et Cosmochimica Acta, vol. 239, pp. 109-135, doi: 10.1016/j.gca.2018.07.035","D'Olivo, J.P., Sinclair, D.J., Rankenburg, K. & McCulloch, M.T. ",A universal multi-trace element calibration for reconstructing sea surface temperatures from long-lived Porites corals: Removing ‘vital-effects’’,Geochimica et Cosmochimica Acta,10.17632/ww8mvgzymf.1,,,,,,,,,,,,,,,,,,T,McCulloch et al. 2017; Thompson et al. 2022
DO18DAV03,DAV-3,DAV13_3,None,2006,2013,Porites lobata,T,3,Latitude and longitude from Thompson et al. 2022 NOAA dataset.,-18.8,147.63,Davies Reef,,-4.2,4.2m,NA,NA,NA,NA,BCa; LiCa; LiMg; MgCa; SrCa; UCa,,Q-ICP-MS,Thermo Fisher Scientific X Series II quadrupole inductively coupled plasma mass spectrometer,NA,NA,NA,NA,NA,"Subsampled the axis of maximum growth using a micromill with a 3 mm drill bit, at 7–8 samples per year or better than bimonthly resolution. Analytical precision reported for JCp-1.",bimonthly,6,6,6,6,6,F,Growth bands and luminescence established first order chronology and tuned using SrCa & LiMg matched to maxima and minima SSTs.,12.8,1.28 cm/year,5.5,T,8.85,0.41,2 RSD %,1.15,2σ RSD %,NA,NA,BMg; LiMg; MgCa,8.29; 1.04; 0.9,2s RSD %; 2s RSD %; 2s RSD %,No,T,T,T,Individual coral calibration. Additional universal multi-trace element calibration calculated based on composite coral records.,F,NA,AIMS logger average,1997-2009,F,NA,WLS,10.053,-0.042,0.003,0.949,0.001457,-0.0000015,0.000003,0.759,NA,NA,NA,NA,"D'Olivo, J. P.",2018,10.1016/j.gca.2018.07.035,"D'Olivo, J.P., Sinclair, D.J., Rankenburg, K. & McCulloch, M.T. (2018), 'A universal multi-trace element calibration for reconstructing sea surface temperatures from long-lived Porites corals: Removing 'vital-effects'', Geochimica et Cosmochimica Acta, vol. 239, pp. 109-135, doi: 10.1016/j.gca.2018.07.035","D'Olivo, J.P., Sinclair, D.J., Rankenburg, K. & McCulloch, M.T. ",A universal multi-trace element calibration for reconstructing sea surface temperatures from long-lived Porites corals: Removing ‘vital-effects’’,Geochimica et Cosmochimica Acta,10.17632/ww8mvgzymf.1,,,,,,,,,,,,,,,,,,T,McCulloch et al. 2017; Thompson et al. 2023
DO18FIT01,FITZ,FZ04B,None,1990,1994,Porites australiensis,T,3,Latitude and longitude inferred for reef from GBRMPA reefs & shoals shapefile.,-16.923,145.993,Fitzroy Island,,-6.2,6.2m,NA,NA,NA,NA,BCa; LiCa; LiMg; MgCa; SrCa; UCa,,Q-ICP-MS,Thermo Fisher Scientific X Series II quadrupole inductively coupled plasma mass spectrometer,NA,NA,NA,NA,NA,"Subsampled the axis of maximum growth using a micromill with a 3 mm drill bit, at 7–8 samples per year or better than bimonthly resolution. Analytical precision reported for JCp-1.",bimonthly,6,6,6,6,6,F,Growth bands and luminescence established first order chronology and tuned using SrCa & LiMg matched to maxima and minima SSTs.,15.2,1.52 cm/year,4.5,T,8.85,0.41,2 RSD %,1.15,2σ RSD %,NA,NA,BMg; LiMg; MgCa,8.29; 1.04; 0.9,2s RSD %; 2s RSD %; 2s RSD %,No,T,T,T,Individual coral calibration. Additional universal multi-trace element calibration calculated based on composite coral records.,F,NA,OISSTv2 AVHRR,1997-2009,F,NA,WLS,10.019,-0.042,0.005,0.897,0.001728,-0.0000021,0.000005,0.646,NA,NA,NA,NA,"D'Olivo, J. P.",2018,10.1016/j.gca.2018.07.035,"D'Olivo, J.P., Sinclair, D.J., Rankenburg, K. & McCulloch, M.T. (2018), 'A universal multi-trace element calibration for reconstructing sea surface temperatures from long-lived Porites corals: Removing 'vital-effects'', Geochimica et Cosmochimica Acta, vol. 239, pp. 109-135, doi: 10.1016/j.gca.2018.07.035","D'Olivo, J.P., Sinclair, D.J., Rankenburg, K. & McCulloch, M.T. ",A universal multi-trace element calibration for reconstructing sea surface temperatures from long-lived Porites corals: Removing ‘vital-effects’’,Geochimica et Cosmochimica Acta,10.17632/ww8mvgzymf.1,,,,,,,,,,,,,,,,,,T,D'Olivo et al. 2022
DO18GBR01,CORE-17,1709_6,None,1990,2004,Porites lutea,F,2,Latitude and longitude inferred for reef from GBRMPA reefs & shoals shapefile.,-17.876,146.729,Reef 17-065,,-4,4m,NA,NA,NA,NA,BCa; LiCa; LiMg; MgCa; SrCa; UCa,,Q-ICP-MS,Thermo Fisher Scientific X Series II quadrupole inductively coupled plasma mass spectrometer,NA,NA,NA,NA,NA,"Subsampled the axis of maximum growth using a micromill with a 3 mm drill bit, at 7–8 samples per year or better than bimonthly resolution. Analytical precision reported for JCp-1.",bimonthly,6,6,6,6,6,F,Growth bands and luminescence established first order chronology and tuned using SrCa & LiMg matched to maxima and minima SSTs.,16,1.6 cm/year,6.5,T,8.85,0.41,2 RSD %,1.15,2σ RSD %,NA,NA,BMg; LiMg; MgCa,8.29; 1.04; 0.9,2s RSD %; 2s RSD %; 2s RSD %,No,T,T,T,Individual coral calibration. Additional universal multi-trace element calibration calculated based on composite coral records.,F,NA,OISSTv2 AVHRR,1991-1995,F,NA,WLS,10.353,-0.052,0.005,0.953,0.001802,-0.0000027,0.000002,0.841,NA,NA,NA,NA,"D'Olivo, J. P.",2018,10.1016/j.gca.2018.07.035,"D'Olivo, J.P., Sinclair, D.J., Rankenburg, K. & McCulloch, M.T. (2018), 'A universal multi-trace element calibration for reconstructing sea surface temperatures from long-lived Porites corals: Removing 'vital-effects'', Geochimica et Cosmochimica Acta, vol. 239, pp. 109-135, doi: 10.1016/j.gca.2018.07.035","D'Olivo, J.P., Sinclair, D.J., Rankenburg, K. & McCulloch, M.T. ",A universal multi-trace element calibration for reconstructing sea surface temperatures from long-lived Porites corals: Removing ‘vital-effects’’,Geochimica et Cosmochimica Acta,10.17632/ww8mvgzymf.1,,,,,,,,,,,,,,,,,,F,NA
DO18HAV01,HAV,HAV09_3,2009,1999,2008,Porites lutea,T,3,Latitude and longitude from D'Olivo & McCulloch 2017 NOAA dataset.,-18.836043,146.525887,Havannah Island,,-3.6,3.6m at top to 5.8m at bottom,NA,NA,NA,NA,BCa; LiCa; LiMg; MgCa; SrCa; UCa,,Q-ICP-MS,Thermo Fisher Scientific X Series II quadrupole inductively coupled plasma mass spectrometer,NA,NA,NA,NA,NA,"Subsampled the axis of maximum growth using a micromill with a 3 mm drill bit, at 7–8 samples per year or better than bimonthly resolution. Analytical precision reported for JCp-1.",bimonthly,6,6,6,6,6,F,Growth bands and luminescence established first order chronology and tuned using SrCa & LiMg matched to maxima and minima SSTs.,12.5,1.25 cm/year,7,T,8.85,0.41,2 RSD %,1.15,2σ RSD %,NA,NA,BMg; LiMg; MgCa,8.29; 1.04; 0.9,2s RSD %; 2s RSD %; 2s RSD %,No,T,T,T,Individual coral calibration. Additional universal multi-trace element calibration calculated based on composite coral records.,F,NA,AIMS logger average,1999-2008,F,NA,WLS,10.149,-0.045,0.004,0.976,0.001719,-0.0000024,0.000004,0.906,NA,NA,NA,NA,"D'Olivo, J. P.",2018,10.1016/j.gca.2018.07.035,"D'Olivo, J.P., Sinclair, D.J., Rankenburg, K. & McCulloch, M.T. (2018), 'A universal multi-trace element calibration for reconstructing sea surface temperatures from long-lived Porites corals: Removing 'vital-effects'', Geochimica et Cosmochimica Acta, vol. 239, pp. 109-135, doi: 10.1016/j.gca.2018.07.035","D'Olivo, J.P., Sinclair, D.J., Rankenburg, K. & McCulloch, M.T. ",A universal multi-trace element calibration for reconstructing sea surface temperatures from long-lived Porites corals: Removing ‘vital-effects’’,Geochimica et Cosmochimica Acta,10.17632/ww8mvgzymf.1,,,,,,,,,,,,,,,,,,T,D'Olivo & McCulloch 2017
DO18LIZ01,LIZ,LIZ13_1,None,2003,2013,Porites australiensis,F,3,Latitude and longitude for coral ID taken from AIMS database.,-14.69,145.44,Lizard Island,,-3,3m,NA,NA,NA,NA,BCa; LiCa; LiMg; MgCa; SrCa; UCa,,Q-ICP-MS,Thermo Fisher Scientific X Series II quadrupole inductively coupled plasma mass spectrometer,NA,NA,NA,NA,NA,"Subsampled the axis of maximum growth using a micromill with a 3 mm drill bit, at 7–8 samples per year or better than bimonthly resolution. Analytical precision reported for JCp-1.",bimonthly,6,6,6,6,6,F,Growth bands and luminescence established first order chronology and tuned using SrCa & LiMg matched to maxima and minima SSTs.,16.8,1.68 cm/year,5,T,8.85,0.41,2 RSD %,1.15,2σ RSD %,NA,NA,BMg; LiMg; MgCa,8.29; 1.04; 0.9,2s RSD %; 2s RSD %; 2s RSD %,No,T,T,T,Individual coral calibration. Additional universal multi-trace element calibration calculated based on composite coral records.,F,NA,AIMS logger average,2003-2013,F,NA,WLS,10.274,-0.045,0.002,0.885,0.001918,-0.0000027,0.000002,0.75,NA,NA,NA,NA,"D'Olivo, J. P.",2018,10.1016/j.gca.2018.07.035,"D'Olivo, J.P., Sinclair, D.J., Rankenburg, K. & McCulloch, M.T. (2018), 'A universal multi-trace element calibration for reconstructing sea surface temperatures from long-lived Porites corals: Removing 'vital-effects'', Geochimica et Cosmochimica Acta, vol. 239, pp. 109-135, doi: 10.1016/j.gca.2018.07.035","D'Olivo, J.P., Sinclair, D.J., Rankenburg, K. & McCulloch, M.T. ",A universal multi-trace element calibration for reconstructing sea surface temperatures from long-lived Porites corals: Removing ‘vital-effects’’,Geochimica et Cosmochimica Acta,10.17632/ww8mvgzymf.1,,,,,,,,,,,,,,,,,,F,NA
