cdata_datasetID,cdata_coreName,cdata_altCoreName,cdata_collectTime,cdata_minYear,cdata_maxYear,cdata_archiveSpecies,cdata_isDatabaseDuplicate,cdata_dataCoverageGroup,cdata_coralNotes,geo_latitude,geo_longitude,geo_siteName,geo_siteName2,geo_elevation,geo_elevationNotes,dating_refDate,dating_UThDate,dating_14CDate,dating_notes,meths_primaryVariablesList,meths_additionalVariablesList,meths_TEMethod,meths_TEMethodMachine,meths_isotopeMethod,meths_isotopeMethodMachine,meths_luminMethod,meths_luminMethodMachine,meths_altMethodInfo,meths_methodNotes,meths_hasResolutionNominal,meths_resolutionMin,meths_resolutionMax,meths_resolutionMean,meths_resolutionMedian,meths_resolutionMode,meths_isAnomaly,cdata_chronologyNotes,meths_coralExtensionRate,meths_coralExtensionRateNotes,meths_tissueThickness,meths_jcpMeasured,meths_jcpSrCaValue,meths_SrCaAnalyticalPrecision,meths_SrCaAnalyticalPrecisionUnits,meths_UCaAnalyticalPrecision,meths_UCaAnalyticalPrecisionUnits,meths_d18OAnalyticalPrecision,meths_d18OAnalyticalPrecisionUnits,meths_altPrecisionList,meths_altAnalyticalPrecision,meths_altAnalyticalPrecisionUnits,meths_archiveDiagenesisCheck,calib_isSSTCalibration,calib_useSSTCalibration,calib_hasAlternateCalibration,calib_notes,calib_isComposite,calib_compositeList,calib_SSTdata,calib_fitPeriod,calib_hasCentredEquation,calib_centredEquationNotes,calib_method,calib1_equationIntercept,calib1_equationSlope,calib1_equationSlopeUncertainty,calib1_equationR2,calib2_equationIntercept,calib2_equationSlope,calib2_equationSlopeUncertainty,calib2_equationR2,calib3_equationIntercept,calib3_equationSlope,calib3_equationSlopeUncertainty,calib3_equationR2,pub1_firstauthor,pub1_year,pub1_doi,pub1_citation,pub1_authors,pub1_title,pub1_journal,pub1_doiData,pub_altDataURL,pub2_firstauthor,pub2_year,pub2_doi,pub2_citation,pub2_authors,pub2_title,pub2_journal,pub2_altDataURL,pub3_firstauthor,pub3_year,pub3_doi,pub3_citation,pub3_authors,pub3_title,pub3_journal,pub3_altDataUrl,pub_isCoreIDOtherStudy,pub_coreIDOtherStudyList
RA17MYR02,myra-31,MYRA31,2013-05,2001,2013,Isopora sp.,F,2,,-18.278,147.379,Myrmidon Reef,,-5,5.0m,NA,51.0 ± 2.0 ,NA,2001.0 ± 2.0 from 21-22cm from tip,BaCa; MgCa; SrCa; UCa; YCa,,Q-ICP-MS,Thermo X-Series II quadrupole inductively coupled plasma-mass spectrometer,NA,NA,NA,NA,NA,Milled at 1 mm increments with a 1–2 mm depth using a hand-held drill and 1 mm diamond drill bit.,monthly_uneven,13,25,20.55,23,23,F,SrCa maxima & minima matched with fortnightly averaged AIMS SST minima & maxima. U-Th basal date. Age model re-created by A. Arzey based on published data.,20.8,1.30-2.80 cm/year,NA,T,8.82,0.15,%,0.59,%,NA,NA,BaCa; MgCa; YCa,1.29; 0.23; 4.99,%; %; %,No,T,T,F,,T,myra-30; myra-31,AIMS/IMOS logger,2001-2010,F,NA,OLS,10.44,-0.0512,0.002,0.72454144,NA,NA,NA,NA,NA,NA,NA,NA,"Razak, T. B.",2017,10.1007/s00227-017-3099-8,"Razak, T.B., Mumby, P.J., Nguyen, A.D., Zhao, J.-X., Lough, J.M., Cantin, N.E. & Roff, G. (2017), 'Use of skeletal Sr/Ca ratios to determine growth patterns in a branching coral Isopora palifera', Marine Biology, vol. 164, no. 4, p. 96, 10.1007/s00227-017-3099-8.","Razak, T.B., Mumby, P.J., Nguyen, A.D., Zhao, J.-X., Lough, J.M., Cantin, N.E. & Roff, G.",Use of skeletal Sr/Ca ratios to determine growth patterns in a branching coral Isopora palifera,Marine Biology,,,,,,,,,,,,,,,,,,,F,NA
RE19CLK01,CLK,CLK06A,2008-12,1992,2008,Porites sp.,F,2,,-11.97,143.28,Clerke Reef,,-3.5,2-5m,NA,NA,NA,NA,Lumin; SrCa,Density; Dist,ICP-AES,Jobin-Yvon Optima 2C ICP-AES,NA,NA,NA,NA,NA,Milled at 1-mm intervals near density transects using a micro-mill with a 1-mm bit. Analytical precision for SrCa & isotopes from in-house coral standard (Mafia Coral Powder (MCP) & Luxor respectively). Isotopes relative to Vienna Pee Dee Belemnite.,monthly,12,12,12,12,12,F,Geochemical maxima & minima matched with SST minima (August) & maxima (February) (and linearly interpolated to monthly). Also used for density and luminescence age model as well.,NA,>12 mm/year,NA,T,8.84,0.023,mmol/mol,NA,NA,NA,NA,NA,NA,NA,No,T,T,T,Additional SrCa-SST equations using OISST and in situ logger SST datasets available in publication supplement,F,NA,ERSSTv3b,1992-2008,F,NA,WLS,10.4,-0.048,0.001,0.87,NA,NA,NA,NA,NA,NA,NA,NA,"Reed, E. V.",2019,10.1007/s00338-018-01755-8,"Reed, E.V., Cole, J.E., Lough, J.M., Thompson, D. & Cantin, N.E. (2019), 'Linking climate variability and growth in coral skeletal records from the Great Barrier Reef', Coral Reefs, vol. 38, no. 1, pp. 29-43, 10.1007/s00338-018-01755-8.","Reed, E.V., Cole, J.E., Lough, J.M., Thompson, D. & Cantin, N.E. ",Linking climate variability and growth in coral skeletal records from the Great Barrier Reef,Coral Reefs,10.25921/wz6r-4k68,,,,,,,,,,,,,,,,,,F,NA
RE19EEL01,EEL,EELB10,1990-07,1978,1990,Porites sp.,F,2,,-12.5,143.52,Eel Reef,,-4,3-5m,NA,NA,NA,NA,d13C; d18O; Lumin; SrCa,Density; Dist,ICP-AES,Jobin-Yvon Optima 2C ICP-AES,IRMS,VG Optima dual inlet IRMS,NA,NA,NA,Milled at 1-mm intervals near density transects using a micro-mill with a 1-mm bit. Analytical precision for SrCa & isotopes from in-house coral standard (Mafia Coral Powder (MCP) & Luxor respectively). Isotopes relative to Vienna Pee Dee Belemnite.,monthly,12,12,12,12,12,F,Geochemical maxima & minima matched with SST minima (August) & maxima (February) (and linearly interpolated to monthly). Also used for density and luminescence age model as well.,NA,>12 mm/year,NA,T,8.84,0.023,mmol/mol,NA,NA,0.08,permil,d13C,0.05,permil,No,T,T,T,Additional SrCa-SST and d18O-SST equations using OISST and in situ logger SST datasets available in publication supplement,F,NA,ERSSTv3b,1978-1990,F,NA,WLS,10.445,-0.051,0.002,0.88,NA,NA,NA,NA,0.898,-0.206,0.006,0.95,"Reed, E. V.",2019,10.1007/s00338-018-01755-8,"Reed, E.V., Cole, J.E., Lough, J.M., Thompson, D. & Cantin, N.E. (2019), 'Linking climate variability and growth in coral skeletal records from the Great Barrier Reef', Coral Reefs, vol. 38, no. 1, pp. 29-43, 10.1007/s00338-018-01755-8.","Reed, E.V., Cole, J.E., Lough, J.M., Thompson, D. & Cantin, N.E. ",Linking climate variability and growth in coral skeletal records from the Great Barrier Reef,Coral Reefs,10.25921/wz6r-4k68,,,,,,,,,,,,,,,,,,T,Barnes & Lough 1992; Lough & Barnes 2000; Lough et al. 2002; Reed et al. 2019
RE19GBR01,13-050,050B06,1990-07,1972,1990,Porites sp.,F,2,,-13.33,143.95,Reef 13-050,,-2.5,2-3m,NA,NA,NA,NA,d13C; d18O; Lumin; SrCa,Density; Dist,ICP-AES,Jobin-Yvon Optima 2C ICP-AES,IRMS,VG Optima dual inlet IRMS,NA,NA,NA,Milled at 1-mm intervals near density transects using a micro-mill with a 1-mm bit. Analytical precision for SrCa & isotopes from in-house coral standard (Mafia Coral Powder (MCP) & Luxor respectively). Isotopes relative to Vienna Pee Dee Belemnite.,monthly,12,12,12,12,12,F,Geochemical maxima & minima matched with SST minima (August) & maxima (February) (and linearly interpolated to monthly). Also used for density and luminescence age model as well.,NA,>12 mm/year,NA,T,8.84,0.023,mmol/mol,NA,NA,0.08,permil,d13C,0.05,permil,No,T,T,T,Additional SrCa-SST and d18O-SST equations using OISST and in situ logger SST datasets available in publication supplement,F,NA,ERSSTv3b,1972-1990,F,NA,WLS,10.333,-0.049,0.001,0.9,NA,NA,NA,NA,-1.558,-0.12,0.004,0.6,"Reed, E. V.",2019,10.1007/s00338-018-01755-8,"Reed, E.V., Cole, J.E., Lough, J.M., Thompson, D. & Cantin, N.E. (2019), 'Linking climate variability and growth in coral skeletal records from the Great Barrier Reef', Coral Reefs, vol. 38, no. 1, pp. 29-43, 10.1007/s00338-018-01755-8.","Reed, E.V., Cole, J.E., Lough, J.M., Thompson, D. & Cantin, N.E. ",Linking climate variability and growth in coral skeletal records from the Great Barrier Reef,Coral Reefs,10.25921/wz6r-4k68,,,,,,,,,,,,,,,,,,T,Barnes & Lough 1992; De'ath et al. 2009; Lough 2011b; Lough & Barnes 2000; Lough et al. 2002; Madin et al. 2016
RE19NOM01,NOM,NOM05A,2008-12,1990,2008,Porites sp.,F,2,,-12.09,143.29,Nomad Reef,,-3.5,2-5m,NA,NA,NA,NA,Lumin; SrCa,Density; Dist,ICP-AES,Jobin-Yvon Optima 2C ICP-AES,NA,NA,NA,NA,NA,Milled at 1-mm intervals near density transects using a micro-mill with a 1-mm bit. Analytical precision for SrCa & isotopes from in-house coral standard (Mafia Coral Powder (MCP) & Luxor respectively). Isotopes relative to Vienna Pee Dee Belemnite.,monthly,12,12,12,12,12,F,Geochemical maxima & minima matched with SST minima (August) & maxima (February) (and linearly interpolated to monthly). Also used for density and luminescence age model as well.,NA,>12 mm/year,NA,T,8.84,0.023,mmol/mol,NA,NA,NA,NA,NA,NA,NA,No,T,T,T,Additional SrCa-SST equations using OISST and in situ logger SST datasets available in publication supplement,F,NA,ERSSTv3b,1990-2008,F,NA,WLS,10.64,-0.057,0.001,0.89,NA,NA,NA,NA,NA,NA,NA,NA,"Reed, E. V.",2019,10.1007/s00338-018-01755-8,"Reed, E.V., Cole, J.E., Lough, J.M., Thompson, D. & Cantin, N.E. (2019), 'Linking climate variability and growth in coral skeletal records from the Great Barrier Reef', Coral Reefs, vol. 38, no. 1, pp. 29-43, 10.1007/s00338-018-01755-8.","Reed, E.V., Cole, J.E., Lough, J.M., Thompson, D. & Cantin, N.E. ",Linking climate variability and growth in coral skeletal records from the Great Barrier Reef,Coral Reefs,10.25921/wz6r-4k68,,,,,,,,,,,,,,,,,,F,NA
RE19POR01,POR,PORB03,1990-07,1975,1990,Porites sp.,F,2,Published latitude & longitude places coral on land and so was corrected based on AIMS coral database.,-12.591,143.408,Portland Roads,,-2,2m,NA,NA,NA,NA,d13C; d18O; Lumin; SrCa,Density; Dist,ICP-AES,Jobin-Yvon Optima 2C ICP-AES,IRMS,VG Optima dual inlet IRMS,NA,NA,NA,Milled at 1-mm intervals near density transects using a micro-mill with a 1-mm bit. Analytical precision for SrCa & isotopes from in-house coral standard (Mafia Coral Powder (MCP) & Luxor respectively). Isotopes relative to Vienna Pee Dee Belemnite.,monthly,12,12,12,12,12,F,Geochemical maxima & minima matched with SST minima (August) & maxima (February) (and linearly interpolated to monthly). Also used for density and luminescence age model as well.,NA,>12 mm/year,NA,T,8.84,0.023,mmol/mol,NA,NA,0.08,permil,d13C,0.05,permil,No,T,T,T,Additional SrCa-SST and d18O-SST equations using OISST and in situ logger SST datasets available in publication supplement,F,NA,ERSSTv3b,1975-1990,F,NA,WLS,10.23,-0.045,0.001,0.86,NA,NA,NA,NA,0.87,-0.199,0.005,0.9,"Reed, E. V.",2019,10.1007/s00338-018-01755-8,"Reed, E.V., Cole, J.E., Lough, J.M., Thompson, D. & Cantin, N.E. (2019), 'Linking climate variability and growth in coral skeletal records from the Great Barrier Reef', Coral Reefs, vol. 38, no. 1, pp. 29-43, 10.1007/s00338-018-01755-8.","Reed, E.V., Cole, J.E., Lough, J.M., Thompson, D. & Cantin, N.E. ",Linking climate variability and growth in coral skeletal records from the Great Barrier Reef,Coral Reefs,10.25921/wz6r-4k68,,,,,,,,,,,,,,,,,,T,Barnes & Lough 1992; Lough et al. 2002; De'ath et al. 2009; Lough & Barnes 2000; Lough 2011b; Madin et al. 2016
RO14KIN01,KR-MMA-1,NA,None,1989,2008,Porites sp.,F,2,Age model determined from d18O which will be impacted by hydrology cycle. Timing of instrumental SST maximums and minimums has not been compared with record age model maxima and minima.,-17.767,146.133,King Reef,,0,Microatoll. Assumed 0m,NA,NA,NA,NA,d18O; SrCa,d18Osw,ICP-AES,Varian Vista Pro ICP-AES,IRMS,GV Isoprime plus Multiprep device,NA,NA,NA,Sampling every 1.5mm using a 1 mm drill bit. d18O relative to Vienna Pee Dee Belemnite and analytical precision determined from standard calcite (KCM). SrCa analytical precision based on coral standard solution.,bimonthly_uneven,4,10,7,7,7,F,SST maxima from Reyn-Smith OIv2 matched with d18O minima.,11.5,10-13mm,NA,F,NA,0.025,mmol/mol,NA,NA,0.05,permil,NA,NA,NA,Yes; XRD & SEM,T,T,F,Regressions use annual minimum and maximum values.,F,NA,Reyn_Smith OIv2,1998-2006,F,NA,OLS,9.964,-0.044,0.004,0.3364,NA,NA,NA,NA,-0.713,-0.145,0.013,0.49,"Roche, R. C.",2014,10.1177/0959683614534739,"Roche, R.C., Perry, C.T., Smithers, S.G., Leng, M.J., Grove, C.A., Sloane, H.J. & Unsworth, C.E. (2014), 'Mid-Holocene sea surface conditions and riverine influence on the inshore Great Barrier Reef', The Holocene, vol. 24, no. 8, pp. 885-897, 10.1177/0959683614534739.","Roche, R.C., Perry, C.T., Smithers, S.G., Leng, M.J., Grove, C.A., Sloane, H.J. & Unsworth, C.E.",Mid-Holocene sea surface conditions and riverine influence on the inshore Great Barrier Reef,The Holocene,,journals.sagepub.com/doi/suppl/10.1177/0959683614534739/suppl_file/Seawater_oxygen_isotope_calc.xls,,,,,,,,,,,,,,,,,F,NA
RO14KIN02,KR-AMA-2,NA,Fossil,-2536,-2505,Porites sp.,F,2,Age model determined from d18O which will be impacted by hydrology cycle. Timing of instrumental SST maximums and minimums has not been compared with record age model maxima and minima.,-17.767,146.133,King Reef,,0.5,0.5 m above mean low tide,-2505,NA,4481 ±30,Outer edge dated by 14C. A. Arzey re-calibrated raw C14 for archiving in 2023 using Calib 8.2 and Marine20 with DeltaR = 11 ± 13. ,d18O; SrCa,d18Osw,ICP-AES,Varian Vista Pro ICP-AES,IRMS,GV Isoprime plus Multiprep device,NA,NA,NA,Sampling every 1.75mm using a 1 mm drill bit. d18O relative to Vienna Pee Dee Belemnite and analytical precision determined from standard calcite (KCM). SrCa analytical precision based on coral standard solution.,quarterly_uneven,3,11,5.87,5,5,F,14C ; 4481 +/- 30 uncalibrated (published 4665 median probability). SST maxima from Reyn-Smith OIv2 matched with d18O minima.,13.5,12-15mm,NA,F,NA,0.025,mmol/mol,NA,NA,0.05,permil,NA,NA,NA,Yes; XRD & SEM,F,T,F,Regressions for calibrations applied used annual minimum and maximum values.,F,NA,NA,NA,NA,NA,NA,9.964,-0.044,0.004,0.3364,NA,NA,NA,NA,-0.713,-0.145,0.013,0.49,"Roche, R. C.",2014,10.1177/0959683614534739,"Roche, R.C., Perry, C.T., Smithers, S.G., Leng, M.J., Grove, C.A., Sloane, H.J. & Unsworth, C.E. (2014), 'Mid-Holocene sea surface conditions and riverine influence on the inshore Great Barrier Reef', The Holocene, vol. 24, no. 8, pp. 885-897, 10.1177/0959683614534739.","Roche, R.C., Perry, C.T., Smithers, S.G., Leng, M.J., Grove, C.A., Sloane, H.J. & Unsworth, C.E.",Mid-Holocene sea surface conditions and riverine influence on the inshore Great Barrier Reef,The Holocene,,journals.sagepub.com/doi/suppl/10.1177/0959683614534739/suppl_file/Seawater_oxygen_isotope_calc.xls,,,,,,,,,,,,,,,,,F,NA
SA16HER01a,AR HL 3,NA,2014-02,2010,2013,Acropora humilis,F,3,Coral collected from lagoon environment. Latitude and longitude are the mid-point coordinates of study boundaries supplied in the NOAA dataset.,-23.451,151.93,Heron Island,Heron Reef,NA,<2.5m,NA,NA,NA,NA,SrCa,,ICP-MS,Thermo X Series II Inductively Coupled Plasma–Mass Spectrometer,NA,NA,NA,NA,NA,Every 0.33mm along a trench using a 1mm drill bits attached to a Dremel rotary tool fitted with a Flex-Shaft attachment.,biannual,2,2,2,2,2,F,SrCa maxima & minima matched to the monthly averaged in situ SST seasonal extremes.,8.875,5.6-11.7 mm/year,2,T,8.2,0.36,%,NA,NA,NA,NA,NA,NA,NA,Yes; SEM,T,T,T,Publication calibrations focused on centred SrCa and SST data. Non-centred equations in publication supplementary. Database includes equation(s) for combined slope and lagoon coral data. Specific equation available for each environment.,T,AR HL 3; AR HL 4; AR HL 6; AR HS 3; AR HS 5; AR HS 6,In situ logger,2009-2014,T,WLS; SrCa slope = -0.048; SrCa slope uncertainty = 0.0001; r2= 0.65,WLS,10.773,-0.046,0.0031,0.47,NA,NA,NA,NA,NA,NA,NA,NA,"Sadler, J.",2016,10.1002/2015PA002898,"Sadler, J., Nguyen, A.D., Leonard, N.D., Webb, G.E. & Nothdurft, L.D. (2016), 'Acropora interbranch skeleton Sr/Ca ratios: Evaluation of a potential new high-resolution paleothermometer', Paleoceanography, vol. 31, no. 4, pp. 505-517, 10.1002/2015PA002898.","Sadler, J., Nguyen, A.D., Leonard, N.D., Webb, G.E. & Nothdurft, L.D.",Acropora interbranch skeleton Sr/Ca ratios: Evaluation of a potential new high-resolution paleothermometer,Paleoceanography,10.25921/x6m4-5c80,,,,,,,,,,,,,,,,,,F,NA
SA16HER01b,P HS 1,NA,2014-02,2006,2014,Porites lutea,F,3,Latitude and longitude are the mid-point coordinates of study boundaries supplied in the NOAA dataset.,-23.451,151.93,Heron Island,Heron Reef,NA,<2m,NA,NA,NA,NA,SrCa,,ICP-AES,Varian Vista Ax CCD simultaneous inductively coupled plasma-atomic emission spectrometer,NA,NA,NA,NA,NA,Every 1mm along predrilled trench using 1mm drill bits.,bimonthly_uneven,7,11,9.38,9.5,10,F,Matched SrCa peaks and troughs with the local bi-monthly averaged instrumental SST minima & maxima; re-created by A. Arzey for archiving.,9.67,9.67 ± 1.53 mm/year,NA,T,8.774,0.0154,%,NA,NA,NA,NA,NA,NA,NA,Yes; SEM,T,T,F,,T,P HS 1; P HS 3; P HS 4; P HS 7,In situ logger,2010-2014,F,NA,WLS,10.6672,-0.0651,0.001,0.9409,NA,NA,NA,NA,NA,NA,NA,NA,"Sadler, J.",2016,10.1002/2016pa002943,"Sadler, J., Webb, G.E., Leonard, N.D., Nothdurft, L.D. & Clark, T.R. (2016), 'Reef core insights into mid-Holocene water temperatures of the southern Great Barrier Reef', Paleoceanography, vol. 31, no. 10, pp. 1395-1408, 10.1002/2016pa00294","Sadler, J., Webb, G.E., Leonard, N.D., Nothdurft, L.D. & Clark, T.R.",Reef core insights into mid-Holocene water temperatures of the southern Great Barrier Reef,Paleoceanography,10.25921/zjzp-ba88,,,,,,,,,,,,,,,,,,F,NA
SA16HER02a,AR HL 4,NA,2014-02,2009,2012,Acropora humilis,F,3,Coral collected from lagoon environment. Latitude and longitude are the mid-point coordinates of study boundaries supplied in the NOAA dataset.,-23.451,151.93,Heron Island,Heron Reef,NA,<2.5m,NA,NA,NA,NA,SrCa,,ICP-MS,Thermo X Series II Inductively Coupled Plasma–Mass Spectrometer,NA,NA,NA,NA,NA,Every 0.33mm along a trench using a 1mm drill bits attached to a Dremel rotary tool fitted with a Flex-Shaft attachment.,biannual,2,2,2,2,2,F,SrCa maxima & minima matched to the monthly averaged in situ SST seasonal extremes.,8.25,6.2-9.2 mm/year,4,T,8.2,0.36,%,NA,NA,NA,NA,NA,NA,NA,Yes; SEM,T,T,T,Publication calibrations focused on centred SrCa and SST data. Non-centred equations in publication supplementary. Database includes equation(s) for combined slope and lagoon coral data. Specific equation available for each environment.,T,AR HL 3; AR HL 4; AR HL 6; AR HS 3; AR HS 5; AR HS 6,In situ logger,2009-2013,T,WLS; SrCa slope = -0.048; SrCa slope uncertainty = 0.0001; r2= 0.65,WLS,10.773,-0.046,0.0031,0.47,NA,NA,NA,NA,NA,NA,NA,NA,"Sadler, J.",2016,10.1002/2015PA002898,"Sadler, J., Nguyen, A.D., Leonard, N.D., Webb, G.E. & Nothdurft, L.D. (2016), 'Acropora interbranch skeleton Sr/Ca ratios: Evaluation of a potential new high-resolution paleothermometer', Paleoceanography, vol. 31, no. 4, pp. 505-517, 10.1002/2015PA002898.","Sadler, J., Nguyen, A.D., Leonard, N.D., Webb, G.E. & Nothdurft, L.D.",Acropora interbranch skeleton Sr/Ca ratios: Evaluation of a potential new high-resolution paleothermometer,Paleoceanography,10.25921/x6m4-5c80,,,,,,,,,,,,,,,,,,F,NA
SA16HER02b,P HS 3,NA,2014-02,2003,2014,Porites lobata,F,2,Latitude and longitude are the mid-point coordinates of study boundaries supplied in the NOAA dataset.,-23.451,151.93,Heron Island,Heron Reef,NA,<2m,NA,NA,NA,NA,SrCa,,ICP-AES,Varian Vista Ax CCD simultaneous inductively coupled plasma-atomic emission spectrometer,NA,NA,NA,NA,NA,Every 1mm along predrilled trench using 1mm drill bits.,bimonthly_uneven,3,9,6.45,7,7,F,Matched SrCa peaks and troughs with the local bi-monthly averaged instrumental SST minima & maxima; re-created by A. Arzey for archiving.,7.33,7.33 ± 0.58 mm/year,NA,T,8.774,0.0154,%,NA,NA,NA,NA,NA,NA,NA,Yes; SEM,T,T,F,,T,P HS 1; P HS 3; P HS 4; P HS 8,In situ logger,2010-2014,F,NA,WLS,10.6672,-0.0651,0.001,0.9409,NA,NA,NA,NA,NA,NA,NA,NA,"Sadler, J.",2016,10.1002/2016pa002943,"Sadler, J., Webb, G.E., Leonard, N.D., Nothdurft, L.D. & Clark, T.R. (2016), 'Reef core insights into mid-Holocene water temperatures of the southern Great Barrier Reef', Paleoceanography, vol. 31, no. 10, pp. 1395-1408, 10.1002/2016pa00294","Sadler, J., Webb, G.E., Leonard, N.D., Nothdurft, L.D. & Clark, T.R.",Reef core insights into mid-Holocene water temperatures of the southern Great Barrier Reef,Paleoceanography,10.25921/zjzp-ba88,,,,,,,,,,,,,,,,,,F,NA
SA16HER03a,AR HL 6,NA,2014-02,2009,2012,Acropora humilis,F,3,Coral collected from lagoon environment. Latitude and longitude are the mid-point coordinates of study boundaries supplied in the NOAA dataset.,-23.451,151.93,Heron Island,Heron Reef,NA,<2.5m,NA,NA,NA,NA,SrCa,,ICP-MS,Thermo X Series II Inductively Coupled Plasma–Mass Spectrometer,NA,NA,NA,NA,NA,Every 0.33mm along a trench using a 1mm drill bits attached to a Dremel rotary tool fitted with a Flex-Shaft attachment.,biannual,2,2,2,2,2,F,SrCa maxima & minima matched to the monthly averaged in situ SST seasonal extremes.,8.5,5.8-10.8 mm/year,2,T,8.2,0.36,%,NA,NA,NA,NA,NA,NA,NA,Yes; SEM,T,T,T,Publication calibrations focused on centred SrCa and SST data. Non-centred equations in publication supplementary. Database includes equation(s) for combined slope and lagoon coral data. Specific equation available for each environment.,T,AR HL 3; AR HL 4; AR HL 6; AR HS 3; AR HS 5; AR HS 6,In situ logger,2009-2013,T,WLS; SrCa slope = -0.048; SrCa slope uncertainty = 0.0001; r2= 0.65,WLS,10.773,-0.046,0.0031,0.47,NA,NA,NA,NA,NA,NA,NA,NA,"Sadler, J.",2016,10.1002/2015PA002898,"Sadler, J., Nguyen, A.D., Leonard, N.D., Webb, G.E. & Nothdurft, L.D. (2016), 'Acropora interbranch skeleton Sr/Ca ratios: Evaluation of a potential new high-resolution paleothermometer', Paleoceanography, vol. 31, no. 4, pp. 505-517, 10.1002/2015PA002898.","Sadler, J., Nguyen, A.D., Leonard, N.D., Webb, G.E. & Nothdurft, L.D.",Acropora interbranch skeleton Sr/Ca ratios: Evaluation of a potential new high-resolution paleothermometer,Paleoceanography,10.25921/x6m4-5c80,,,,,,,,,,,,,,,,,,F,NA
SA16HER03b,P HS 4,NA,2014-02,2010,2014,Porites lutea,F,3,Latitude and longitude are the mid-point coordinates of study boundaries supplied in the NOAA dataset.,-23.451,151.93,Heron Island,Heron Reef,-7.5,7.5m below lowest astronomical tide,NA,NA,NA,NA,SrCa,,ICP-AES,Varian Vista Ax CCD simultaneous inductively coupled plasma-atomic emission spectrometer,NA,NA,NA,NA,NA,Every 1mm along predrilled trench using 1mm drill bits.,monthly_uneven,11,12,11.5,11.5,12,F,Matched SrCa peaks and troughs with the local bi-monthly averaged instrumental SST minima & maxima; re-created by A. Arzey for archiving.,9.33,9.33 ± 0.58 mm/year,NA,T,8.774,0.0154,%,NA,NA,NA,NA,NA,NA,NA,Yes; SEM,T,T,F,,T,P HS 1; P HS 3; P HS 4; P HS 9,In situ logger,2010-2014,F,NA,WLS,10.6672,-0.0651,0.001,0.9409,NA,NA,NA,NA,NA,NA,NA,NA,"Sadler, J.",2016,10.1002/2016pa002943,"Sadler, J., Webb, G.E., Leonard, N.D., Nothdurft, L.D. & Clark, T.R. (2016), 'Reef core insights into mid-Holocene water temperatures of the southern Great Barrier Reef', Paleoceanography, vol. 31, no. 10, pp. 1395-1408, 10.1002/2016pa00294","Sadler, J., Webb, G.E., Leonard, N.D., Nothdurft, L.D. & Clark, T.R.",Reef core insights into mid-Holocene water temperatures of the southern Great Barrier Reef,Paleoceanography,10.25921/zjzp-ba88,,,,,,,,,,,,,,,,,,F,NA
SA16HER04a,AR HS 3,NA,2014-02,2010,2012,Acropora samoensis,F,3,Coral collected from reef slope environment. Latitude and longitude are the mid-point coordinates of study boundaries supplied in the NOAA dataset.,-23.451,151.93,Heron Island,Heron Reef,NA,<12m,NA,NA,NA,NA,SrCa,,ICP-MS,Thermo X Series II Inductively Coupled Plasma–Mass Spectrometer,NA,NA,NA,NA,NA,Every 0.33mm along a trench using a 1mm drill bits attached to a Dremel rotary tool fitted with a Flex-Shaft attachment.,biannual,2,2,2,2,2,F,SrCa maxima & minima matched to the monthly averaged in situ SST seasonal extremes.,8.1,6.0-9.3 mm/year,6,T,8.2,0.36,%,NA,NA,NA,NA,NA,NA,NA,Yes; SEM,T,T,T,Publication calibrations focused on centred SrCa and SST data. Non-centred equations in publication supplementary. Database includes equation(s) for combined slope and lagoon coral data. Specific equation available for each environment.,T,AR HL 3; AR HL 4; AR HL 6; AR HS 3; AR HS 5; AR HS 6,In situ logger,2010-2013,T,WLS; SrCa slope = -0.048; SrCa slope uncertainty = 0.0001; r2= 0.65,WLS,10.773,-0.046,0.0031,0.47,NA,NA,NA,NA,NA,NA,NA,NA,"Sadler, J.",2016,10.1002/2015PA002898,"Sadler, J., Nguyen, A.D., Leonard, N.D., Webb, G.E. & Nothdurft, L.D. (2016), 'Acropora interbranch skeleton Sr/Ca ratios: Evaluation of a potential new high-resolution paleothermometer', Paleoceanography, vol. 31, no. 4, pp. 505-517, 10.1002/2015PA002898.","Sadler, J., Nguyen, A.D., Leonard, N.D., Webb, G.E. & Nothdurft, L.D.",Acropora interbranch skeleton Sr/Ca ratios: Evaluation of a potential new high-resolution paleothermometer,Paleoceanography,10.25921/x6m4-5c80,,,,,,,,,,,,,,,,,,F,NA
